fuel,factor,effect_column,level,effect_cent_l,provisional_effect_cent_l,raw_effect_cent_l,n_obs,n_stations,confidence,status,constraint_applied,shrinkage_stations,is_active,role
GAZOLE,code_departement,department_effect_cent_l,81,-0.5363905776396233,-0.5363905776396233,-0.826331430417798,1337,74,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,82,-0.05989186676566585,-0.05989186676566585,-0.09674840015992175,1230,65,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,83,-0.32890367590489633,-0.32890367590489633,-0.40040447501465637,3263,184,HIGH,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,84,0.052278939578629155,0.052278939578629155,0.0714638715340894,2000,109,HIGH,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,85,-1.4037468118837044,-1.4037468118837044,-1.8639916682390174,2271,122,HIGH,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,86,-0.07834802028945596,-0.07834802028945596,-0.11958382044180121,1370,76,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,87,-0.1960587720210563,-0.1960587720210563,-0.2883217235603769,1562,85,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,88,0.5316991974611034,0.5316991974611034,0.770665128904296,1549,89,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,89,1.685372930745493,1.685372930745493,2.4344275666323787,1515,90,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,90,-0.12423767220318865,-0.12423767220318865,-0.37271301660956596,344,20,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,91,-0.30012217746393577,-0.30012217746393577,-0.3924674628374545,2478,130,HIGH,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,92,4.80569998945636,4.80569998945636,7.475533316932116,1190,72,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,93,3.544793113621799,3.544793113621799,5.193534096701705,1546,86,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,94,4.2558688885137705,4.2558688885137705,6.3575325371625455,1468,81,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,code_departement,department_effect_cent_l,95,0.08587878924555173,0.08587878924555173,0.11710743988029781,2047,110,HIGH,ESTIMATED,NONE,40.0,True,ACTIVE
GAZOLE,road_type,road_effect_cent_l,AUTOROUTE,10.192626137104867,10.192626137104867,12.418090359180164,5376,458,HIGH,ESTIMATED,NONE,100.0,True,ACTIVE
GAZOLE,road_type,road_effect_cent_l,ROUTE,-0.7337972175334878,-0.7337972175334878,-0.7415401448051296,173884,9477,HIGH,ESTIMATED,NONE,100.0,True,ACTIVE
GAZOLE,competition_bucket,competition_effect_cent_l,HIGH,-0.02895461208256292,-0.02895461208256292,-0.029685789155354914,56184,3168,HIGH,ESTIMATED,NONE,80.0,True,ACTIVE
GAZOLE,competition_bucket,competition_effect_cent_l,LOW,0.18952610419262333,0.18952610419262333,0.19570714305744596,35449,2453,HIGH,ESTIMATED,NONE,80.0,True,ACTIVE
GAZOLE,competition_bucket,competition_effect_cent_l,MEDIUM,-0.10659977884207847,-0.10659977884207847,-0.10904964448625148,55807,3481,HIGH,ESTIMATED,NONE,80.0,True,ACTIVE
GAZOLE,competition_bucket,competition_effect_cent_l,VERY_LOW,0.491890480491507,0.491890480491507,0.5103652403221739,31820,2130,HIGH,ESTIMATED,NONE,80.0,True,ACTIVE
GAZOLE,isolation_bucket,isolation_effect_cent_l,DENSE,0.2149781896268576,0.2149781896268576,0.2175319813781864,72494,4209,HIGH,ESTIMATED,NONE,50.0,True,ACTIVE
GAZOLE,isolation_bucket,isolation_effect_cent_l,ISOLATED,0.35970815481230856,0.35970815481230856,0.36874604814930123,30002,1990,HIGH,ESTIMATED,NONE,50.0,True,ACTIVE
GAZOLE,isolation_bucket,isolation_effect_cent_l,LOCAL,-0.24827110448224807,-0.24827110448224807,-0.2515284005263605,63578,3811,HIGH,ESTIMATED,NONE,50.0,True,ACTIVE
