fuel,factor,effect_column,level,effect_cent_l,provisional_effect_cent_l,raw_effect_cent_l,n_obs,n_stations,confidence,status,constraint_applied,shrinkage_stations,is_active,role
SP95,code_departement,department_effect_cent_l,23,0.09382001980085652,0.09382001980085652,0.2814600594025696,315,20,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,24,0.3078418965451022,0.3078418965451022,0.5358729310229556,882,54,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,25,-0.4721683901540689,-0.4721683901540689,-0.8353748441187373,868,52,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,26,-0.3407974588820552,-0.3407974588820552,-0.6653664673411553,622,42,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,27,-0.41548492948559756,-0.41548492948559756,-0.8309698589711951,503,40,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,28,-1.184426432479151,-1.184426432479151,-3.0795087244457924,403,25,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,29,-1.1046954085094047,-1.1046954085094047,-1.5956711456246957,1437,90,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,30,0.14899190431956535,0.14899190431956535,0.2554146931192549,868,56,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,31,-0.2895365730175829,-0.2895365730175829,-0.4623942285504682,959,67,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,32,0.11068384242965187,0.11068384242965187,0.32151020896232213,290,21,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,33,-0.549300008868529,-0.549300008868529,-0.7712394063911671,1390,99,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,34,-0.4548492244263404,-0.4548492244263404,-0.8187286039674128,679,50,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,35,-0.7335561308797924,-0.7335561308797924,-1.1993060552479147,977,63,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,36,-0.11434326149335029,-0.11434326149335029,-0.29025597148312,391,26,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,37,-0.7511190564539139,-0.7511190564539139,-1.3642774698856803,634,49,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,38,-0.6498626816490286,-0.6498626816490286,-0.9874536851030695,970,77,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,39,0.18003034050607924,0.18003034050607924,0.34005730984481636,599,45,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,40,0.0389094932020486,0.0389094932020486,0.06720730643990214,847,55,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,41,-0.020876845625903258,-0.020876845625903258,-0.050700910805765054,441,28,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,42,0.5096469744022901,0.5096469744022901,0.873680527546783,930,56,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,43,0.08299218467173286,0.08299218467173286,0.19364843090071,466,30,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,44,-1.5800289660213878,-1.5800289660213878,-2.482902660890752,939,70,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,45,-0.05965369093473207,-0.05965369093473207,-0.12244704981339742,531,38,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,46,-0.08145883511866633,-0.08145883511866633,-0.2986823954351099,185,15,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,47,-0.4128042786427717,-0.4128042786427717,-0.7641270689770454,795,47,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,48,0.8867229830631482,0.8867229830631482,3.2513176045648766,235,15,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,49,-0.2600423587188094,-0.2600423587188094,-0.5411692330094141,584,37,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,50,-0.2732085472995638,-0.2732085472995638,-0.43631812777691525,975,67,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,51,-0.209144939513095,-0.209144939513095,-0.5079234245318022,368,28,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,52,1.4724328324357814,1.4724328324357814,4.149583436864475,281,22,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,53,-0.18376434098474465,-0.18376434098474465,-0.41346976721567547,500,32,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,54,0.8978392894679279,0.8978392894679279,1.842933278381536,499,38,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,55,0.19975287595788926,0.19975287595788926,0.8143771096744715,219,13,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,56,-0.8006794044840899,-0.8006794044840899,-1.2582104927607127,1066,70,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,57,0.05807623796233352,0.05807623796233352,0.10453722833220035,660,50,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,58,1.8798455443121782,1.8798455443121782,3.968562815770154,508,36,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,59,-0.8253710300522196,-0.8253710300522196,-1.2486382249507937,925,78,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,60,-0.24696838063198304,-0.24696838063198304,-0.42990792184085935,790,54,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,61,-0.35847623498015424,-0.35847623498015424,-0.7929928834409472,550,33,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,62,-0.8544160813330405,-0.8544160813330405,-1.1799079218408655,1308,105,HIGH,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,63,-0.08776043385663267,-0.08776043385663267,-0.16407385460153062,658,46,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,64,0.23748141914068577,0.23748141914068577,0.40711100424117563,884,56,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,65,0.338106384651376,0.338106384651376,1.0143191539541279,243,20,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,66,-0.4885767786695898,-0.4885767786695898,-1.2123942285504636,388,27,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,67,-1.293309725262637,-1.293309725262637,-2.371067829648168,618,48,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,68,-0.2282808180575154,-0.2282808180575154,-0.46241499042419787,568,39,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,69,0.2793460447568424,0.2793460447568424,0.45393732272986886,1017,64,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,70,-0.6120784951415119,-0.6120784951415119,-1.5537377184361456,378,26,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,71,-0.021044726633212493,-0.021044726633212493,-0.03143718422986064,1326,81,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,72,-0.5323119942639842,-0.5323119942639842,-0.934056895595293,671,53,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,73,-0.24098853204276108,-0.24098853204276108,-0.47050141970253356,595,42,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,74,1.289811348714058,1.289811348714058,2.1642597207235887,815,59,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,75,1.6728602932031176,1.6728602932031176,11.232061968649504,18,7,INSUFFICIENT,PROVISIONAL,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,76,-0.5030394689401475,-0.5030394689401475,-0.7545592034102212,1226,80,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,77,-0.06903385450887319,-0.06903385450887319,-0.11087255421122058,883,66,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,78,0.43275034376939175,0.43275034376939175,0.8261597471961115,555,44,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,79,-0.940903241264671,-0.940903241264671,-2.1170322928455096,483,32,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,80,-0.31447835583473194,-0.31447835583473194,-0.6370202592549699,473,39,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,81,0.5028101206238526,0.5028101206238526,1.1732236147889892,448,30,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,82,-0.09664864199891618,-0.09664864199891618,-0.2577297119971098,388,24,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,83,-0.25400226113337765,-0.25400226113337765,-0.4152735380434587,885,63,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,84,0.06826610880861662,0.06826610880861662,0.13828263066360802,423,39,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,85,0.7231463493907342,0.7231463493907342,1.36594310440472,724,45,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,86,0.05411677122690114,0.05411677122690114,0.12876059360883374,429,29,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,87,-0.2575743367589963,-0.2575743367589963,-0.5360330792011545,632,37,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,88,-0.01662401548524959,-0.01662401548524959,-0.03562289032553484,469,35,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,89,1.9351230824360304,1.9351230824360304,3.9198647054473437,566,39,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,90,-0.24190286773970562,-0.24190286773970562,-1.209514338698528,140,10,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,91,-0.19472415791352424,-0.19472415791352424,-0.39969695571723396,611,38,MEDIUM,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,92,0.11361014447437966,0.11361014447437966,0.618544119916067,59,9,INSUFFICIENT,PROVISIONAL,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,93,0.011705163157751823,0.011705163157751823,0.03206196864949412,290,23,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,94,0.014904897805297686,0.014904897805297686,0.05749032010614821,192,14,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,code_departement,department_effect_cent_l,95,0.2574506445186946,0.2574506445186946,0.7723519335560838,268,20,LOW,ESTIMATED,NONE,40.0,True,ACTIVE
SP95,competition_bucket,competition_effect_cent_l,HIGH,0.141996767744755,0.141996767744755,0.3786580473193467,415,48,MEDIUM,ESTIMATED,NONE,80.0,True,ACTIVE
SP95,competition_bucket,competition_effect_cent_l,LOW,-0.1816706715918833,-0.1816706715918833,-0.19127652336144754,15008,1513,HIGH,ESTIMATED,NONE,80.0,True,ACTIVE
SP95,competition_bucket,competition_effect_cent_l,MEDIUM,-0.49521240773118663,-0.49521240773118663,-0.541985716607804,9089,847,HIGH,ESTIMATED,NONE,80.0,True,ACTIVE
SP95,competition_bucket,competition_effect_cent_l,VERY_LOW,0.18312813281016715,0.18312813281016715,0.1888620860879806,32856,2555,HIGH,ESTIMATED,NONE,80.0,True,ACTIVE
SP95,isolation_bucket,isolation_effect_cent_l,DENSE,0.4102258994480491,0.4102258994480491,0.44247636324113476,7018,636,HIGH,ESTIMATED,NONE,50.0,True,ACTIVE
SP95,isolation_bucket,isolation_effect_cent_l,ISOLATED,-0.06106762432851967,-0.06106762432851967,-0.06302995158843354,17620,1556,HIGH,ESTIMATED,NONE,50.0,True,ACTIVE
SP95,isolation_bucket,isolation_effect_cent_l,LOCAL,-0.36216888736046643,-0.36216888736046643,-0.3755924932670812,16579,1349,HIGH,ESTIMATED,NONE,50.0,True,ACTIVE
SP95,isolation_bucket,isolation_effect_cent_l,VERY_ISOLATED,0.5463934870312062,0.5463934870312062,0.5654581585954492,16151,1433,HIGH,ESTIMATED,NONE,50.0,True,ACTIVE
SP95,road_type,road_effect_cent_l,AUTOROUTE,0.0,-0.7186834665363911,-2.3520549813918255,186,44,MEDIUM,ESTIMATED,SP95_AUTOROUTE_NONNEGATIVE_PREMIUM,100.0,False,DIAGNOSTIC_ONLY
SP95,road_type,road_effect_cent_l,ROUTE,0.0,-0.2987962133104444,-0.30635493360668636,57182,3953,HIGH,ESTIMATED,SP95_ROUTE_REFERENCE_ZERO,100.0,False,DIAGNOSTIC_ONLY
SP95,accessibility_class,logistics_premium_cent_l,FERRY_ISLAND,0.0,2.1903717532179416,24.09408928539736,3,1,INSUFFICIENT,PROVISIONAL,INSUFFICIENT_ZEROED,10.0,False,DIAGNOSTIC_ONLY
SP95,accessibility_class,logistics_premium_cent_l,MAINLAND,0.0,0.0,0.0,56021,3947,HIGH,ESTIMATED,NONE,10.0,False,DIAGNOSTIC_ONLY
SP95,accessibility_class,logistics_premium_cent_l,REMOTE_ISOLATED,1.2724316479113273,1.2724316479113273,1.3383607488393754,1243,193,HIGH,ESTIMATED,NONE,10.0,False,DIAGNOSTIC_ONLY
SP95,accessibility_class,logistics_premium_cent_l,ROAD_CONNECTED_ISLAND,0.0,0.0,-4.198141010334719,101,6,INSUFFICIENT,PROVISIONAL,INSUFFICIENT_ZEROED,10.0,False,DIAGNOSTIC_ONLY
