station_id,persistent_station_bias_raw_cent_l,persistent_bias_months,persistent_bias_observations,persistent_station_bias_cent_l,persistent_bias_confidence,persistence_status,fuel,ville,cp,code_departement,code_region
10000005,1.281850310223105,20,20,0.9860387001716191,HIGH,NORMAL,GAZOLE,Troyes,10000,10,44
10000006,1.1818503102230937,15,15,0.8441787930164955,MEDIUM,NORMAL,GAZOLE,TROYES,10000,10,44
1000001,0.2872771581753941,20,20,0.2209824293656878,HIGH,NORMAL,GAZOLE,SAINT-DENIS-LèS-BOURG,01000,01,84
10000018,9.931850310223098,20,20,7.639884854017767,HIGH,ELEVATED,GAZOLE,TROYES,10000,10,44
10000019,0.2818503102230928,20,20,0.21680793094084064,HIGH,NORMAL,GAZOLE,TROYES,10000,10,44
1000002,-1.1494735477155018,20,20,-0.8842104213196168,HIGH,NORMAL,GAZOLE,BOURG-EN-BRESSE,01000,01,84
10000020,-0.8549003956677919,20,20,-0.6576156889752245,HIGH,NORMAL,GAZOLE,TROYES,10000,10,44
1000004,10.450526452284498,12,12,6.967017634856331,MEDIUM,ELEVATED,GAZOLE,Bourg-en-Bresse,01000,01,84
1000007,-2.5994735477154864,20,20,-1.9995950367042203,HIGH,NORMAL,GAZOLE,Bourg-en-Bresse,01000,01,84
1000008,-2.4127228418246083,20,20,-1.855940647557391,HIGH,NORMAL,GAZOLE,BOURG-EN-BRESSE,01000,01,84
1000009,-2.6127228418246085,20,20,-2.009786801403545,HIGH,NORMAL,GAZOLE,Bourg-en-Bresse,01000,01,84
1000012,9.337277158175397,20,20,7.182520890904152,HIGH,ELEVATED,GAZOLE,SAINT DENIS LES BOURG,01000,01,84
1000013,-1.6127228418246076,20,20,-1.240556032172775,HIGH,NORMAL,GAZOLE,Bourg-en-Bresse,01000,01,84
1000016,-1.5994735477155078,20,20,-1.2303642674734676,HIGH,NORMAL,GAZOLE,Bourg en Bresse,01000,01,84
10100001,-4.136630406052086,19,19,-3.1438391085995856,HIGH,NORMAL,GAZOLE,Romilly-sur-Seine,10100,10,44
10100002,5.562187405798465,20,20,4.27860569676805,HIGH,NORMAL,GAZOLE,Romilly-sur-Seine,10100,10,44
10100003,-3.8866304060520918,20,20,-2.9897156969631475,HIGH,NORMAL,GAZOLE,Romilly-sur-Seine,10100,10,44
10100004,-4.323381111942998,20,20,-3.3256777784176914,HIGH,NORMAL,GAZOLE,Romilly-sur-Seine,10100,10,44
10110001,-0.025745488241877168,20,20,-0.0198042217245209,HIGH,NORMAL,GAZOLE,Bar-sur-Seine,10110,10,44
10110002,-0.9257454882418779,20,20,-0.7121119140322137,HIGH,NORMAL,GAZOLE,Bar-sur-Seine,10110,10,44
10120001,8.745099604332195,20,20,6.72699969564015,HIGH,ELEVATED,GAZOLE,Saint-Germain,10120,10,44
10120004,-0.7549003956678029,20,20,-0.580692612052156,HIGH,NORMAL,GAZOLE,SAINT GERMAIN,10120,10,44
10120006,3.1818503102230964,17,17,2.3518024032083757,MEDIUM,NORMAL,GAZOLE,SAINT ANDRE LES VERGERS,10120,10,44
10123001,-1.2049003956678088,20,20,-0.9268464582060069,HIGH,NORMAL,GAZOLE,Saint-André-les-Vergers,10120,10,44
10130001,4.5162752524635765,17,17,3.338116490951339,MEDIUM,NORMAL,GAZOLE,Ervy-le-Châtel,10130,10,44
10130004,3.092029839137166,20,20,2.378484491643974,HIGH,NORMAL,GAZOLE,AUXON,10130,10,44
10140001,4.167784425810769,17,17,3.0805363147296987,MEDIUM,NORMAL,GAZOLE,VENDEUVRE-SUR-BARSE,10140,10,44
10150001,-0.954900395667803,20,20,-0.73453876589831,HIGH,NORMAL,GAZOLE,Pont-Sainte-Marie,10150,10,44
10150002,-2.354900395667804,20,20,-1.8114618428213878,HIGH,NORMAL,GAZOLE,PONT-SAINTE-MARIE,10150,10,44
10150003,-4.7086389288275905,20,20,-3.6220299452519926,HIGH,NORMAL,GAZOLE,Charmont-sous-Barbuise,10150,10,44
10160001,-2.8322155741892376,20,20,-2.178627364760952,HIGH,NORMAL,GAZOLE,AIX-EN-OTHE,10160,10,44
10160002,1.6686396287624516,6,6,0.8343198143812258,LOW,PROVISIONAL,GAZOLE,VULAINES,10160,10,44
10170001,-1.7822155741892423,20,20,-1.370935057068648,HIGH,NORMAL,GAZOLE,MERY-SUR-SEINE,10170,10,44
10180001,-1.0852344882028437,20,20,-0.8347957601560336,HIGH,NORMAL,GAZOLE,SAINT-LYE,10180,10,44
10190001,4.766275252463571,16,16,3.466382001791688,MEDIUM,NORMAL,GAZOLE,ESTISSAC,10190,10,44
10200002,0.07425451175813402,20,20,0.05711885519856463,HIGH,NORMAL,GAZOLE,Bar-sur-Aube,10200,10,44
10200004,4.892629864703569,16,16,3.558276265238959,MEDIUM,NORMAL,GAZOLE,Bar-sur-Aube,10200,10,44
10200006,-0.33899478235097735,11,11,-0.2193495650506324,LOW,PROVISIONAL,GAZOLE,Bar-sur-Aube,10200,10,44
10210001,-0.13221557418922414,19,19,-0.10048383638381035,HIGH,NORMAL,GAZOLE,CHAOURCE,10210,10,44
10210002,-0.08899478235098268,18,18,-0.06674608676323701,HIGH,NORMAL,GAZOLE,CHAOURCE,10210,10,44
10230001,3.96336959394791,13,13,2.7117791958590964,MEDIUM,NORMAL,GAZOLE,MAILLY-LE-CAMP,10230,10,44
10230002,2.96336959394791,17,17,2.1903166563962815,MEDIUM,NORMAL,GAZOLE,Mailly-le-Camp,10230,10,44
10250001,5.161005217649016,18,18,3.8707539132367628,HIGH,NORMAL,GAZOLE,Mussy-sur-Seine,10250,10,44
10250002,1.9110052176490302,20,20,1.4700040135761772,HIGH,NORMAL,GAZOLE,Mussy-sur-Seine,10250,10,44
10260001,11.918639628762454,20,20,9.168184329817272,HIGH,ELEVATED,GAZOLE,FOUCHERES,10260,10,44
10260003,-0.18136037123754445,20,20,-0.1395079778750342,HIGH,NORMAL,GAZOLE,VAUDES,10260,10,44
10270006,9.036946239309561,20,20,6.951497107161201,HIGH,ELEVATED,GAZOLE,Fresnoy-le-Château,10270,10,44
10270007,9.036946239309561,20,20,6.951497107161201,HIGH,ELEVATED,GAZOLE,Fresnoy-le-Château,10270,10,44
10270009,-2.627370741590274,20,20,-2.021054416607903,HIGH,NORMAL,GAZOLE,Lusigny-sur-Barse,10270,10,44
10270010,1.626618888057013,14,14,1.138633221639909,MEDIUM,NORMAL,GAZOLE,Lusigny-sur-Barse,10270,10,44
10300002,-0.16814968977690203,20,20,-0.12934591521300157,HIGH,NORMAL,GAZOLE,Sainte-Savine,10300,10,44
10300005,-0.3681496897769022,20,20,-0.2831920690591555,HIGH,NORMAL,GAZOLE,Sainte-Savine,10300,10,44
10310001,1.0177844258107602,6,6,0.5088922129053801,LOW,PROVISIONAL,GAZOLE,VILLE SOUS LA FERTE,10310,10,44
10340001,4.867784425810781,13,13,3.3305893439757974,MEDIUM,NORMAL,GAZOLE,Les Riceys,10340,10,44
10350001,-3.432215574189238,20,20,-2.640165826299414,HIGH,NORMAL,GAZOLE,Marigny-le-Châtel,10350,10,44
10360001,3.4177844258107735,18,18,2.56333831935808,HIGH,NORMAL,GAZOLE,essoyes,10360,10,44
10370001,-2.4822155741892318,20,20,-1.9093965955301782,HIGH,NORMAL,GAZOLE,VILLENAUXE-LA-GRANDE,10370,10,44
10400002,-3.025745488241869,20,20,-2.3274965294168224,HIGH,NORMAL,GAZOLE,NOGENT-SUR-SEINE,10400,10,44
10400003,-4.525745488241881,20,20,-3.4813426832629855,HIGH,NORMAL,GAZOLE,Nogent-sur-Seine,10400,10,44
10400007,-3.8322155741892385,4,4,-1.5328862296756953,INSUFFICIENT,PROVISIONAL,GAZOLE,TRAINEL,10400,10,44
10410003,-2.9128796549623663,20,20,-2.240676657663359,HIGH,NORMAL,GAZOLE,SAINT PARRES AUX TERTRES,10410,10,44
10430003,-2.568149689776915,20,20,-1.9754997613668577,HIGH,NORMAL,GAZOLE,Rosières,10430,10,44
10430005,2.781850310223095,1,1,0.3974071871747279,INSUFFICIENT,PROVISIONAL,GAZOLE,ROSIERES PRES TROYES,10430,10,44
10500001,7.316275252463579,20,20,5.627904040356599,HIGH,ELEVATED,GAZOLE,LESMONT,10500,10,44
10500002,-1.138994782350978,20,20,-0.8761498325776754,HIGH,NORMAL,GAZOLE,Brienne-le-Château,10500,10,44
10500005,-0.43899478235096634,20,20,-0.33768829411612794,HIGH,NORMAL,GAZOLE,Brienne-le-Château,10500,10,44
10600002,1.1818503102230937,20,20,0.9091156232485337,HIGH,NORMAL,GAZOLE,Sainte-Savine,10300,10,44
10600005,5.281850310223086,20,20,4.0629617770946815,HIGH,NORMAL,GAZOLE,La Chapelle-Saint-Luc,10600,10,44
10600009,-1.368149689776914,20,20,-1.0524228382899339,HIGH,NORMAL,GAZOLE,BARBEREY,10600,10,44
10600012,-1.7681496897769144,20,20,-1.3601151459822418,HIGH,NORMAL,GAZOLE,BARBEREY ST SULPICE,10600,10,44
10700001,7.511005217649023,20,20,5.777696321268479,HIGH,ELEVATED,GAZOLE,ARCIS-SUR-AUBE,10700,10,44
10700002,-2.0889947823509956,20,20,-1.6069190633469197,HIGH,NORMAL,GAZOLE,ARCIS-SUR-AUBE,10700,10,44
10700003,-1.9257454882418679,20,20,-1.4813426832629752,HIGH,NORMAL,GAZOLE,Arcis-sur-Aube,10700,10,44
10800002,1.245099604332199,20,20,0.9577689264093838,HIGH,NORMAL,GAZOLE,SAINT-JULIEN-LES-VILLAS,10800,10,44
10800003,0.18185031022310383,20,20,0.13988485401777218,HIGH,NORMAL,GAZOLE,Saint-Julien-les-Villas,10800,10,44
10800006,0.03712034503764172,20,20,0.02855411156741671,HIGH,NORMAL,GAZOLE,Buchères,10800,10,44
10800007,0.18185031022310383,20,20,0.13988485401777218,HIGH,NORMAL,GAZOLE,Saint-Julien-les-Villas,10800,10,44
1090001,1.428171619044016,19,19,1.0854104304734522,HIGH,NORMAL,GAZOLE,MONTCEAUX,01090,01,84
11000003,6.9360518794426715,20,20,5.335424522648209,HIGH,ELEVATED,GAZOLE,Carcassonne,11000,11,76
11000005,-0.9139481205573192,20,20,-0.7030370158133225,HIGH,NORMAL,GAZOLE,Carcassonne,11000,11,76
11000007,-2.40069882644821,20,20,-1.8466914049601615,HIGH,NORMAL,GAZOLE,Carcassonne,11000,11,76
11000009,-0.50069882644823,20,20,-0.38515294342171547,HIGH,NORMAL,GAZOLE,Carcassonne,11000,11,76
11000012,9.236051879442662,17,17,6.826647041327186,MEDIUM,ELEVATED,GAZOLE,Carcassonne,11000,11,76
11000013,-4.628343993207744,20,20,-3.560264610159803,HIGH,NORMAL,GAZOLE,Narbonne,11100,11,76
11000014,4.486051879442675,20,20,3.450809138032827,HIGH,NORMAL,GAZOLE,CARCASSONNE,11000,11,76
11000015,-0.7006988264482191,20,20,-0.5389990972678609,HIGH,NORMAL,GAZOLE,CARCASSONNE,11000,11,76
11000016,-2.4506988264482157,20,20,-1.8851529434217045,HIGH,NORMAL,GAZOLE,CARCASSONNE,11000,11,76
11000018,-2.250698826448226,20,20,-1.7313067895755585,HIGH,NORMAL,GAZOLE,Carcassonne,11000,11,76
11000019,-2.8639481205573376,14,14,-2.004763684390136,MEDIUM,NORMAL,GAZOLE,Carcassonne,11000,11,76
1100002,-2.0350776750650925,20,20,-1.5654443654346866,HIGH,NORMAL,GAZOLE,OYONNAX,01100,01,84
1100004,2.2649223249349,20,20,1.7422479422576156,HIGH,NORMAL,GAZOLE,ARBENT - OYONNAX,01100,01,84
1100006,-1.8350776750650923,20,20,-1.4115982115885326,HIGH,NORMAL,GAZOLE,Oyonnax,01100,01,84
1100007,7.364922324934916,20,20,5.665324865334551,HIGH,ELEVATED,GAZOLE,OYONNAX,01100,01,84
1100008,-1.7850776750650867,20,20,-1.3731366731269896,HIGH,NORMAL,GAZOLE,Oyonnax,01100,01,84
1100009,-2.2350776750650927,20,20,-1.7192905192808405,HIGH,NORMAL,GAZOLE,ARBENT,01100,01,84
11100002,2.408406712683157,20,20,1.852620548217813,HIGH,NORMAL,GAZOLE,NARBONNE,11100,11,76
11100003,2.858406712683163,20,20,2.198774394371664,HIGH,NORMAL,GAZOLE,NARBONNE,11100,11,76
11100004,2.6084067126831685,20,20,2.0064667020639755,HIGH,NORMAL,GAZOLE,NARBONNE,11100,11,76
11100008,-3.1139481205573323,20,20,-2.3953447081210246,HIGH,NORMAL,GAZOLE,Narbonne,11100,11,76
11100009,-3.1915932873168478,20,20,-2.4550717594744986,HIGH,NORMAL,GAZOLE,Narbonne,11100,11,76
1110001,0.5232112737630721,20,20,0.4024702105869785,HIGH,NORMAL,GAZOLE,HAUTEVILLE-LOMPNES,01110,01,84
11100010,-2.913948120557332,20,20,-2.241498554274871,HIGH,NORMAL,GAZOLE,Narbonne,11100,11,76
11100013,-2.978343993207759,20,20,-2.291033840929045,HIGH,NORMAL,GAZOLE,NARBONNE,11100,11,76
11100015,-2.339521409827978,20,20,-1.7996318537138292,HIGH,NORMAL,GAZOLE,Montredon-des-Corbières,11100,11,76
11100016,-3.763948120557328,19,19,-2.8606005716235696,HIGH,NORMAL,GAZOLE,NARBONNE,11100,11,76
11100017,6.358406712683166,20,20,4.891082086679359,HIGH,NORMAL,GAZOLE,Narbonne,11100,11,76
11101001,-4.128343993207754,20,20,-3.175649225544426,HIGH,NORMAL,GAZOLE,NARBONNE,11100,11,76
11106001,-4.491593287316838,20,20,-3.4550717594744906,HIGH,NORMAL,GAZOLE,NARBONNE,11100,11,76
11110001,-3.786323252502294,20,20,-2.9125563480786876,HIGH,NORMAL,GAZOLE,COURSAN,11110,11,76
11110004,-1.05867808574277,20,20,-0.8143677582636693,HIGH,NORMAL,GAZOLE,Salles-d'Aude,11110,11,76
11110005,9.759628524804324,20,20,7.507406557541788,HIGH,ELEVATED,GAZOLE,Salles-d'Aude,11110,11,76
11110008,2.559628524804328,20,20,1.9689450190802522,HIGH,NORMAL,GAZOLE,SALLES D'AUDE,11110,11,76
11120001,-0.3639481205573464,20,20,-0.2799600927364203,HIGH,NORMAL,GAZOLE,Saint-Marcel-sur-Aude,11120,11,76
11120002,-3.096824709482934,20,20,-2.382172853448411,HIGH,NORMAL,GAZOLE,Lézignan-Corbières,11200,11,76
11120003,-0.11394812055731834,20,20,-0.08765240042870641,HIGH,NORMAL,GAZOLE,Argeliers,11120,11,76
11130001,-3.300698826448211,20,20,-2.5389990972678547,HIGH,NORMAL,GAZOLE,SIGEAN,11130,11,76
11130002,-6.300698826448224,17,17,-4.657038263026949,MEDIUM,NORMAL,GAZOLE,Sigean,11130,11,76
11140001,5.494340828270833,20,20,4.226416021746794,HIGH,NORMAL,GAZOLE,AXAT,11140,11,76
11150001,0.4951960312225243,20,20,0.3809200240173264,HIGH,NORMAL,GAZOLE,BRAM,11150,11,76
11150002,-2.204803968777478,20,20,-1.6960030529057522,HIGH,NORMAL,GAZOLE,VILLEPINTE,11150,11,76
11160002,2.992831654923632,17,17,2.2120929623348586,MEDIUM,NORMAL,GAZOLE,Villeneuve-Minervois,11160,11,76
11160003,-5.6071683450763645,20,20,-4.313206419289511,HIGH,NORMAL,GAZOLE,Peyriac-Minervois,11160,11,76
11170002,-1.454803968777472,20,20,-1.1190799759826708,HIGH,NORMAL,GAZOLE,ALZONNE,11170,11,76
11200001,-6.560074003592053,20,20,-5.046210771993886,HIGH,NORMAL,GAZOLE,LéZIGNAN-CORBIèRES,11200,11,76
11200002,1.753175290517087,20,20,1.348596377320836,HIGH,NORMAL,GAZOLE,LéZIGNAN-CORBIèRES,11200,11,76
11200003,8.717942619717462,20,20,6.706109707474971,HIGH,ELEVATED,GAZOLE,Mauguio,34130,34,76
11200006,-3.810074003592035,20,20,-2.9308261566092573,HIGH,NORMAL,GAZOLE,LéZIGNAN-CORBIèRES,11200,11,76
11200007,-4.208678085742779,20,20,-3.237444681340599,HIGH,NORMAL,GAZOLE,HOMPS,11200,11,76
11200008,-3.150698826448216,20,20,-2.4236144818832432,HIGH,NORMAL,GAZOLE,LEZIGNAN CORBIERES,11200,11,76
1120004,-4.371828380955989,20,20,-3.362944908427684,HIGH,NORMAL,GAZOLE,MONTLUEL,01120,01,84
1120005,-4.8350776750650954,20,20,-3.7192905192808423,HIGH,NORMAL,GAZOLE,LA BOISSE,01120,01,84
1120006,4.837277158175393,20,20,3.720982429365687,HIGH,NORMAL,GAZOLE,La Boisse,01120,01,84
1120007,23.538498970296562,12,12,15.692332646864376,MEDIUM,VERY_HIGH,GAZOLE,DAGNEUX,01120,01,84
1120008,6.538498970296558,20,20,5.029614592535814,HIGH,ELEVATED,GAZOLE,DAGNEUX,01120,01,84
1120009,-2.661501029703449,8,8,-1.5208577312591136,LOW,PROVISIONAL,GAZOLE,DAGNEUX,01120,01,84
11210002,-3.9586780857427732,20,20,-3.0451369890329025,HIGH,NORMAL,GAZOLE,PORT-LA-NOUVELLE,11210,11,76
11220001,8.54434082827084,12,12,5.696227218847227,MEDIUM,ELEVATED,GAZOLE,SAINT-LAURENT-DE-LA-CABRERISSE,11220,11,76
11250001,15.943258972739866,20,20,12.264045363646051,HIGH,HIGH,GAZOLE,Rouffiac d'Aude,11250,11,76
11260001,-1.3548039687774718,20,20,-1.0421568990595937,HIGH,NORMAL,GAZOLE,Espéraza,11260,11,76
11290001,0.4596285248043266,20,20,0.35356040369563585,HIGH,NORMAL,GAZOLE,ARZENS,11290,11,76
11290002,0.4596285248043266,20,20,0.35356040369563585,HIGH,NORMAL,GAZOLE,ARZENS,11290,11,76
11290003,8.791321914257221,20,20,6.762555318659401,HIGH,ELEVATED,GAZOLE,MONTREAL,11290,11,76
11290005,-1.6086780857427871,20,20,-1.2374446813406055,HIGH,NORMAL,GAZOLE,LAVALETTE,11290,11,76
11300001,12.939925996407986,13,13,8.853633576489676,MEDIUM,ELEVATED,GAZOLE,Limoux,11300,11,76
11300003,-1.7100740035920323,20,20,-1.3154415412246403,HIGH,NORMAL,GAZOLE,Limoux,11300,11,76
11300004,-2.5968247094829224,20,20,-1.997557468833017,HIGH,NORMAL,GAZOLE,Limoux,11300,11,76
11300006,-1.5968247094829215,16,16,-1.1613270614421247,MEDIUM,NORMAL,GAZOLE,LIMOUX,11300,11,76
1130002,1.6240664767147697,20,20,1.2492819051652073,HIGH,NORMAL,GAZOLE,LE POIZAT LALLEYRIAT,01130,01,84
1130003,-0.8218283809559805,20,20,-0.6321756776584466,HIGH,NORMAL,GAZOLE,NANTUA,01130,01,84
11310001,-1.7556591717291796,20,20,-1.3505070551762919,HIGH,NORMAL,GAZOLE,Saissac,11310,11,76
11360002,-0.605659171729173,14,14,-0.4239614202104211,MEDIUM,NORMAL,GAZOLE,DURBAN-CORBIERES,11360,11,76
11370001,-1.654803968777483,20,20,-1.272926129828833,HIGH,NORMAL,GAZOLE,LEUCATE,11370,11,76
11370004,-2.2086780857427546,20,20,-1.6989831428790418,HIGH,NORMAL,GAZOLE,PORT LEUCATE,11370,11,76
11390001,7.044340828270828,17,17,5.206686699156699,MEDIUM,ELEVATED,GAZOLE,MOUTHOUMET,11330,11,76
11400002,5.93992599640798,20,20,4.569173843390754,HIGH,NORMAL,GAZOLE,Castelnaudary,11400,11,76
11400004,7.889925996407965,20,20,6.069173843390742,HIGH,ELEVATED,GAZOLE,Castelnaudary,11400,11,76
11400005,-0.7468247094829151,20,20,-0.5744805457560885,HIGH,NORMAL,GAZOLE,CASTELNAUDARY,11400,11,76
11400006,9.153175290517071,12,12,6.102116860344714,MEDIUM,ELEVATED,GAZOLE,CASTELNAUDARY,11400,11,76
11400008,-1.2100740035920208,20,20,-0.9308261566092467,HIGH,NORMAL,GAZOLE,Castelnaudary,11400,11,76
11400009,-0.09682470948295341,5,5,-0.04401123158316064,INSUFFICIENT,PROVISIONAL,GAZOLE,CASTELNAUDARY,11400,11,76
1140001,-3.1798076402505444,20,20,-2.4460058771158035,HIGH,NORMAL,GAZOLE,Saint-Didier-sur-Chalaronne,01140,01,84
11430001,3.0508109142182045,20,20,2.3467776263216957,HIGH,NORMAL,GAZOLE,GRUISSAN,11430,11,76
11430002,-0.29918908578180375,20,20,-0.23014545060138752,HIGH,NORMAL,GAZOLE,GRUISSAN,11430,11,76
11480007,13.022877818913418,20,20,10.01759832224109,HIGH,HIGH,GAZOLE,La Palme,11480,11,76
11480008,6.199301173551765,20,20,4.768693210424435,HIGH,NORMAL,GAZOLE,La Palme,11480,11,76
11480009,3.572877818913417,20,20,2.748367553010321,HIGH,NORMAL,GAZOLE,La Palme,11480,11,76
11500002,8.089925996407965,20,20,6.223019997236896,HIGH,ELEVATED,GAZOLE,Quillan,11500,11,76
11500004,6.03992599640798,20,20,4.646096920313831,HIGH,NORMAL,GAZOLE,QUILLAN,11500,11,76
11500005,-1.696824709482955,19,19,-1.289586779207046,HIGH,NORMAL,GAZOLE,QUILLAN,11500,11,76
1150001,0.4721294182321083,20,20,0.36317647556316024,HIGH,NORMAL,GAZOLE,LAGNIEU,01150,01,84
1150002,7.04982106338836,20,20,5.4229392795295075,HIGH,ELEVATED,GAZOLE,SAINT-VULBAS,01150,01,84
11540001,7.351238232034415,20,20,5.654798640026474,HIGH,ELEVATED,GAZOLE,ROQUEFORT-DES-CORBIèRES,11540,11,76
11560002,23.296705204569722,2,2,5.824176301142431,INSUFFICIENT,PROVISIONAL,GAZOLE,Saint-Pierre-la-Mer,11560,11,76
11590002,2.2993011735517612,17,17,1.6994834761034756,MEDIUM,NORMAL,GAZOLE,Sallèles-d'Aude,11590,11,76
11590004,0.6993011735517821,20,20,0.537923979655217,HIGH,NORMAL,GAZOLE,Sallèles-d'Aude,11590,11,76
11600005,4.3413219142572235,20,20,3.3394783955824794,HIGH,NORMAL,GAZOLE,VILLEGLY,11600,11,76
1160002,-2.421828380955982,20,20,-1.8629449084276786,HIGH,NORMAL,GAZOLE,PONT-D'AIN,01160,01,84
1160003,-4.975933523285236,20,20,-3.8276411717578736,HIGH,NORMAL,GAZOLE,NEUVILLE-SUR-AIN,01160,01,84
1160005,-2.1718283809559873,20,20,-1.67063721611999,HIGH,NORMAL,GAZOLE,Pont-d'Ain,01160,01,84
11620001,4.949301173551781,20,20,3.8071547488859854,HIGH,NORMAL,GAZOLE,VILLEMOUSTAUSSOU,11620,11,76
11700001,5.939925996407968,20,20,4.569173843390745,HIGH,NORMAL,GAZOLE,CAPENDU,11700,11,76
11700005,-0.2048039687774763,20,20,-0.15754151444421255,HIGH,NORMAL,GAZOLE,LA REDORTE,11700,11,76
11700007,3.81350264176959,19,19,2.898262007744888,HIGH,NORMAL,GAZOLE,Capendu,11700,11,76
11700008,3.726751935878733,20,20,2.866732258368256,HIGH,NORMAL,GAZOLE,Capendu,11700,11,76
11700009,-3.060074003592017,20,20,-2.353903079686167,HIGH,NORMAL,GAZOLE,Capendu,11700,11,76
1170001,-0.2798076402505416,20,20,-0.21523664634657047,HIGH,NORMAL,GAZOLE,SéGNY,01170,01,84
1170002,0.7281716190440153,20,20,0.5601320146492426,HIGH,NORMAL,GAZOLE,GEX,01170,01,84
1170003,-0.5218283809559802,20,20,-0.4014064468892155,HIGH,NORMAL,GAZOLE,Gex,01170,01,84
1170005,4.528171619044008,20,20,3.48320893772616,HIGH,NORMAL,GAZOLE,GEX,01170,01,84
11800002,-2.8395214098279675,20,20,-2.1842472383292058,HIGH,NORMAL,GAZOLE,TRèBES,11800,11,76
11800003,-2.3006988264482207,20,20,-1.7697683280370928,HIGH,NORMAL,GAZOLE,Trèbes,11800,11,76
1190001,5.524066476714751,20,20,4.249281905165192,HIGH,NORMAL,GAZOLE,Saint-Bénigne,01190,01,84
1200001,1.6796813597104254,20,20,1.292062584392635,HIGH,NORMAL,GAZOLE,Bellegarde-sur-Valserine,01200,01,84
12000010,-1.7561032027463406,20,20,-1.350848617497185,HIGH,NORMAL,GAZOLE,Rodez,12000,12,76
12000011,-2.0061032027463352,20,20,-1.5431563098048733,HIGH,NORMAL,GAZOLE,Rodez,12000,12,76
12000013,8.007146091362774,20,20,6.159343147202133,HIGH,ELEVATED,GAZOLE,RODEZ,12000,12,76
12000014,8.693896797253663,20,20,6.687612920964356,HIGH,ELEVATED,GAZOLE,Rodez,12000,12,76
12000015,7.5571460913627675,19,19,5.743431029435703,HIGH,ELEVATED,GAZOLE,RODEZ,12000,12,76
12000016,-3.4061032027463365,3,3,-1.1353677342487787,INSUFFICIENT,PROVISIONAL,GAZOLE,RODEZ,12000,12,76
1200003,-0.9203186402895767,20,20,-0.7079374156073667,HIGH,NORMAL,GAZOLE,Bellegarde-sur-Valserine,01200,01,84
12100002,7.143896797253667,20,20,5.495305228656667,HIGH,ELEVATED,GAZOLE,Millau,12100,12,76
12100004,-2.592853908637236,20,20,-1.9945030066440277,HIGH,NORMAL,GAZOLE,Millau,12100,12,76
12100005,-2.6061032027463247,20,20,-2.0046947713433267,HIGH,NORMAL,GAZOLE,MILLAU,12100,12,76
12100006,-3.042853908637231,20,20,-2.3406568527978697,HIGH,NORMAL,GAZOLE,CREISSELS,12100,12,76
12100009,-3.042853908637231,20,20,-2.3406568527978697,HIGH,NORMAL,GAZOLE,Millau,12100,12,76
1210001,-0.5218283809560024,20,20,-0.4014064468892326,HIGH,NORMAL,GAZOLE,FERNEY-VOLTAIRE,01210,01,84
12100010,-1.3561032027463402,20,20,-1.043156309804877,HIGH,NORMAL,GAZOLE,MILLAU,12100,12,76
12100011,-3.5061032027463366,20,20,-2.6970024636510286,HIGH,NORMAL,GAZOLE,Millau,12100,12,76
1210003,-3.0218283809559714,20,20,-2.324483369966132,HIGH,NORMAL,GAZOLE,FERNEY-VOLTAIRE,01210,01,84
12110002,-1.796959050966482,20,20,-1.38227619305114,HIGH,NORMAL,GAZOLE,CRANSAC,12110,12,76
12110003,-2.038979791671932,20,20,-1.5684459935937936,HIGH,NORMAL,GAZOLE,Viviez,12110,12,76
12110004,9.061020208328069,16,16,6.58983287878405,MEDIUM,ELEVATED,GAZOLE,Viviez,12110,12,76
12120001,-0.29781425391817695,15,15,-0.21272446708441212,MEDIUM,NORMAL,GAZOLE,Cassagnes-Bégonhès,12120,12,76
12120002,8.70218574608182,6,6,4.35109287304091,LOW,PROVISIONAL,GAZOLE,Cassagnes-bégonhès,12120,12,76
12130001,4.295406537920097,15,15,3.068147527085783,MEDIUM,NORMAL,GAZOLE,Saint-Geniez-d'Olt,12130,12,76
12130002,-0.8045934620799192,20,20,-0.618918047753784,HIGH,NORMAL,GAZOLE,Saint-Geniez-d'Olt,12130,12,76
12140002,8.202185746081819,19,19,6.2336611670221815,HIGH,ELEVATED,GAZOLE,Entraygues-sur-Truyère,12140,12,76
12150003,0.5977709142189543,6,6,0.29888545710947717,LOW,PROVISIONAL,GAZOLE,Sévérac-le-Château,12150,12,76
12150004,-2.7022290857810374,20,20,-2.0786377582931057,HIGH,NORMAL,GAZOLE,SéVéRAC-LE-CHâTEAU,12150,12,76
12150005,-0.9469590509664867,20,20,-0.7284300392049897,HIGH,NORMAL,GAZOLE,Recoules-Prévinquières,12150,12,76
12150006,9.034596853689733,20,20,6.949689887453641,HIGH,ELEVATED,GAZOLE,Sévérac-le-Château,12150,12,76
12150007,-1.6522290857810422,20,20,-1.2709454506008018,HIGH,NORMAL,GAZOLE,Sévérac d'Aveyron,12150,12,76
12160002,8.308655832029189,20,20,6.39127371694553,HIGH,ELEVATED,GAZOLE,Baraqueville,12160,12,76
12160003,-0.038979791671929886,20,20,-0.02998445513225376,HIGH,NORMAL,GAZOLE,Baraqueville,12160,12,76
12170001,0.15865583202918684,20,20,0.12204294771475911,HIGH,NORMAL,GAZOLE,REQUISTA,12170,12,76
12170004,-0.09134416797081893,20,20,-0.07026474459293763,HIGH,NORMAL,GAZOLE,Réquista,12170,12,76
