factor,level,effect_cent_l,train_count,fuel,national_median_spread_cent_l
code_departement,94,0.9643279187783368,43,GAZOLE,13.868521476151852
code_departement,95,-0.5235511045705047,56,GAZOLE,13.868521476151852
road_type,AUTOROUTE,2.928453708135863,203,GAZOLE,13.868521476151852
road_type,ROUTE,0.09942230507508087,6694,GAZOLE,13.868521476151852
competition_bucket,HIGH,0.215701132371576,1602,GAZOLE,13.868521476151852
competition_bucket,LOW,-0.13139807329081515,1518,GAZOLE,13.868521476151852
competition_bucket,MEDIUM,-0.02605140194341002,2199,GAZOLE,13.868521476151852
competition_bucket,VERY_LOW,0.06095866760021876,1578,GAZOLE,13.868521476151852
isolation_bucket,DENSE,0.09157020142233291,2196,GAZOLE,13.868521476151852
isolation_bucket,ISOLATED,0.13751111247697007,1396,GAZOLE,13.868521476151852
isolation_bucket,LOCAL,-0.2064992068925631,2637,GAZOLE,13.868521476151852
isolation_bucket,VERY_ISOLATED,0.2744119515415714,668,GAZOLE,13.868521476151852
